Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Type_Combined,Outlet_Years,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
6.965,0,0.0,159.4604,1,1987,3169.208,2,26,1,0,0,0,0,1,0,1,0,0
11.395,2,0.069728296,233.9616,7,2002,1406.1696,0,11,0,0,0,0,1,0,0,1,0,0
7.5,0,0.09660879,56.9588,7,2002,744.3644,2,11,0,0,0,0,1,0,0,1,0,0
6.115,2,0.007038478000000001,189.253,1,1987,3605.3070000000002,1,26,1,0,0,0,0,1,0,1,0,0
,2,0.153456703,264.091,4,1985,262.991,0,28,0,0,1,1,0,0,1,0,0,0
14.8,2,0.043982464000000006,110.65700000000001,7,2002,2966.139,0,11,0,0,0,0,1,0,0,1,0,0
8.71,1,0.139202085,46.1376,6,2004,383.5008,0,9,0,0,1,0,1,0,0,1,0,0
15.5,2,0.08618464699999999,50.9692,3,2009,394.1536,0,4,0,1,0,0,0,1,0,0,1,0
19.35,2,0.082250863,48.7034,6,2004,534.6374,0,9,0,0,1,0,1,0,0,1,0,0
,1,0.034286109,173.1422,5,1985,5000.8238,1,28,0,1,0,0,0,1,0,0,0,1
19.2,1,0.100482186,111.8886,3,2009,1667.829,0,4,0,1,0,0,0,1,0,0,1,0
16.25,2,0.049051717,152.4682,9,1999,2439.4912,0,14,0,1,0,1,0,0,0,1,0,0
19.85,1,0.005230785999999999,265.1884,1,1987,5034.7796,0,26,1,0,0,0,0,1,0,1,0,0
13.65,2,0.08062523,259.6936,6,2004,2087.9488,0,9,0,0,1,0,1,0,0,1,0,0
7.535,1,0.081787519,120.844,8,1997,2157.192,1,16,0,0,1,1,0,0,0,1,0,0
,1,0.010615026000000001,185.1898,4,1985,374.1796,0,28,0,0,1,1,0,0,1,0,0,0
,1,0.009534758,64.551,5,1985,1201.769,0,28,0,1,0,0,0,1,0,0,0,1
5.59,2,0.056602818,63.2168,8,1997,1725.7536,0,16,0,0,1,1,0,0,0,1,0,0
11.0,2,0.057047756,240.4512,6,2004,7028.1848,0,9,0,0,1,0,1,0,0,1,0,0
19.85,1,0.05410964,195.0768,9,1999,1970.7679999999998,0,14,0,1,0,1,0,0,0,1,0,0
17.6,1,0.058209079000000004,153.6314,7,2002,5274.4676,0,11,0,0,0,0,1,0,0,1,0,0
6.215,2,0.083056555,224.4062,0,1998,225.7062,0,15,0,0,0,0,0,1,1,0,0,0
15.1,2,0.020015391,128.83100000000002,3,2009,1817.634,0,4,0,1,0,0,0,1,0,0,1,0
13.35,1,0.102426197,230.6352,1,1987,5725.88,0,26,1,0,0,0,0,1,0,1,0,0
9.5,2,0.048761223,186.5898,9,1999,5238.5144,0,14,0,1,0,1,0,0,0,1,0,0
11.8,2,0.0,179.2344,6,2004,2141.2128,0,9,0,0,1,0,1,0,0,1,0,0
17.6,1,0.056281276,40.3454,6,2004,796.9626,0,9,0,0,1,0,1,0,0,1,0,0
19.85,1,0.008762556,266.6884,0,1998,264.9884,0,15,0,0,0,0,0,1,1,0,0,0
13.35,1,0.139669224,147.6392,9,1999,1938.8096,0,14,0,1,0,1,0,0,0,1,0,0
18.85,1,0.13797299300000002,158.4578,2,2007,1444.1202,1,6,0,0,0,0,1,0,0,1,0,0
17.5,1,0.0,102.999,8,1997,2992.7709999999997,0,16,0,0,1,1,0,0,0,1,0,0
20.2,2,0.12194009900000001,95.3752,2,2007,1150.5024,0,6,0,0,0,0,1,0,0,1,0,0
5.88,0,0.024926012999999997,149.9392,9,1999,1491.392,2,14,0,1,0,1,0,0,0,1,0,0
,2,0.039031927,95.641,5,1985,1737.7379999999998,0,28,0,1,0,0,0,1,0,0,0,1
15.85,1,0.13727,94.4094,2,2007,1904.1879999999999,0,6,0,0,0,0,1,0,0,1,0,0
5.985,1,0.095989602,127.3678,7,2002,508.6712,0,11,0,0,0,0,1,0,0,1,0,0
18.85,1,0.142443405,170.4132,2,2007,4396.9432,0,6,0,0,0,0,1,0,0,1,0,0
18.85,1,0.137410256,161.7578,9,1999,1604.578,1,14,0,1,0,1,0,0,0,1,0,0
7.51,1,0.104400238,113.5544,2,2007,894.8352,0,6,0,0,0,0,1,0,0,1,0,0
16.2,0,0.0,190.8162,6,2004,3271.0754,2,9,0,0,1,0,1,0,0,1,0,0
17.6,0,0.015750947,182.5976,3,2009,1629.8784,2,4,0,1,0,0,0,1,0,0,1,0
8.97,0,0.092937216,54.6956,1,1987,764.3384,2,26,1,0,0,0,0,1,0,1,0,0
7.22,2,0.03828933,64.751,1,1987,126.50200000000001,0,26,1,0,0,0,0,1,0,1,0,0
,1,0.20816215600000001,228.1694,4,1985,228.3694,0,28,0,0,1,1,0,0,1,0,0,0
8.71,1,0.121936216,94.4778,2,2007,2628.5784,0,6,0,0,0,0,1,0,0,1,0,0
17.7,2,0.135646297,186.0924,3,2009,3516.7556,0,4,0,1,0,0,0,1,0,0,1,0
15.85,1,0.069240685,217.5166,7,2002,653.1498,0,11,0,0,0,0,1,0,0,1,0,0
6.055,1,0.03127929,160.3578,2,2007,2406.867,0,6,0,0,0,0,1,0,0,1,0,0
,2,0.08186804,46.8034,5,1985,1069.2748,0,28,0,1,0,0,0,1,0,0,0,1
19.25,2,0.034753686,141.5496,9,1999,1976.0944,0,14,0,1,0,1,0,0,0,1,0,0
16.5,1,0.028476451,91.0146,7,2002,1368.219,0,11,0,0,0,0,1,0,0,1,0,0
13.5,2,0.067872402,57.8562,8,1997,355.5372,0,16,0,0,1,1,0,0,0,1,0,0
,2,0.026420581000000002,250.9408,4,1985,1001.3632,0,28,0,0,1,1,0,0,1,0,0,0
7.865,1,0.061183503,164.5526,7,2002,1644.526,0,11,0,0,0,0,1,0,0,1,0,0
10.6,0,0.035247642,84.7224,9,1999,1619.2256,2,14,0,1,0,1,0,0,0,1,0,0
,2,0.02974207,88.9514,5,1985,3453.5046,0,28,0,1,0,0,0,1,0,0,0,1
16.2,2,0.128397995,178.33700000000002,6,2004,1411.496,0,9,0,0,1,0,1,0,0,1,0,0
14.5,2,0.058918844000000005,169.7448,9,1999,3238.4512,0,14,0,1,0,1,0,0,0,1,0,0
7.235,0,0.07679167099999999,116.4492,1,1987,2316.984,2,26,1,0,0,0,0,1,0,1,0,0
16.75,1,0.021220113,55.1298,6,2004,1240.3854,1,9,0,0,1,0,1,0,0,1,0,0
,2,0.20042639999999998,88.8514,4,1985,265.6542,0,28,0,0,1,1,0,0,1,0,0,0
,1,0.07858962900000001,113.286,5,1985,2716.4640000000004,1,28,0,1,0,0,0,1,0,0,0,1
14.0,2,0.031261582999999996,52.56399999999999,6,2004,639.168,0,9,0,0,1,0,1,0,0,1,0,0
19.85,1,0.005235143,265.8884,8,1997,2649.884,0,16,0,0,1,1,0,0,0,1,0,0
10.895,1,0.027032204,106.32799999999999,2,2007,852.2239999999999,0,6,0,0,0,0,1,0,0,1,0,0
5.635,1,0.172856719,148.205,0,1998,449.415,0,15,0,0,0,0,0,1,1,0,0,0
10.65,2,0.08561751699999999,229.3668,2,2007,2303.6679999999997,0,6,0,0,0,0,1,0,0,1,0,0
15.1,1,0.127334766,88.28299999999999,0,1998,89.883,0,15,0,0,0,0,0,1,1,0,0,0
16.5,0,0.036641597000000005,178.7318,8,1997,1263.0226,2,16,0,0,1,1,0,0,0,1,0,0
13.35,2,0.014656563999999999,208.5638,7,2002,2277.7018,0,11,0,0,0,0,1,0,0,1,0,0
12.15,1,0.037864853999999996,63.0826,1,1987,322.913,0,26,1,0,0,0,0,1,0,1,0,0
13.65,1,0.036016619,186.3924,9,1999,1295.6468,0,14,0,1,0,1,0,0,0,1,0,0
20.75,2,0.12953868,240.28799999999998,9,1999,2396.88,0,14,0,1,0,1,0,0,0,1,0,0
19.1,1,0.038531668,210.6586,1,1987,5487.5236,0,26,1,0,0,0,0,1,0,1,0,0
17.25,1,0.0,171.5764,7,2002,4637.9628,1,11,0,0,0,0,1,0,0,1,0,0
,2,0.112119359,123.0388,5,1985,1981.4208,1,28,0,1,0,0,0,1,0,0,0,1
,1,0.0,45.9402,5,1985,872.8638,0,28,0,1,0,0,0,1,0,0,0,1
10.195,1,0.041907414,43.8428,1,1987,175.7712,0,26,1,0,0,0,0,1,0,1,0,0
16.6,0,0.027556247000000002,176.6344,1,1987,1962.7784,2,26,1,0,0,0,0,1,0,1,0,0
17.6,2,0.07605848400000001,111.8202,1,1987,2025.3636,0,26,1,0,0,0,0,1,0,1,0,0
8.185,1,0.038729057000000004,117.1808,8,1997,1874.8928,0,16,0,0,1,1,0,0,0,1,0,0
13.65,2,0.080804019,261.1936,7,2002,2348.9424,0,11,0,0,0,0,1,0,0,1,0,0
10.6,1,0.056884225,231.9642,9,1999,3020.7346,1,14,0,1,0,1,0,0,0,1,0,0
10.8,1,0.050000257,243.9144,2,2007,4655.2736,0,6,0,0,0,0,1,0,0,1,0,0
15.2,1,0.021207518999999998,219.4824,8,1997,1747.0592,0,16,0,0,1,1,0,0,0,1,0,0
8.895,1,0.0,232.9616,7,2002,2812.3392,1,11,0,0,0,0,1,0,0,1,0,0
11.8,1,0.113307794,187.0924,6,2004,1850.924,1,9,0,0,1,0,1,0,0,1,0,0
7.63,2,0.225476528,45.1402,0,1998,45.9402,0,15,0,0,0,0,0,1,1,0,0,0
6.55,2,0.034800079,157.5288,2,2007,1571.2879999999998,0,6,0,0,0,0,1,0,0,1,0,0
16.85,1,0.139301634,144.976,1,1987,2783.0440000000003,0,26,1,0,0,0,0,1,0,1,0,0
,1,0.025612347999999997,168.2474,5,1985,3200.5006,0,28,0,1,0,0,0,1,0,0,0,1
7.235,0,0.077290355,116.9492,2,2007,2316.984,2,6,0,0,0,0,1,0,0,1,0,0
19.25,1,0.1017546,55.1956,6,2004,491.3604,0,9,0,0,1,0,1,0,0,1,0,0
13.85,2,0.09426573699999999,233.93,0,1998,233.03,0,15,0,0,0,0,0,1,1,0,0,0
18.1,1,0.022380952000000003,93.6094,1,1987,476.04699999999997,0,26,1,0,0,0,0,1,0,1,0,0
18.6,1,0.01575657,153.1366,1,1987,3173.8686,0,26,1,0,0,0,0,1,0,1,0,0
6.615,1,0.156307983,196.3426,0,1998,790.9704,0,15,0,0,0,0,0,1,1,0,0,0
15.6,1,0.195688803,77.367,0,1998,153.134,0,15,0,0,0,0,0,1,1,0,0,0
18.85,1,0.13747519,158.6578,7,2002,3369.6138,1,11,0,0,0,0,1,0,0,1,0,0
7.235,1,0.0,197.2452,6,2004,2348.9424,0,9,0,0,1,0,1,0,0,1,0,0
7.825,1,0.07962861,63.4826,8,1997,2002.0606,0,16,0,0,1,1,0,0,0,1,0,0
,0,0.03100078,177.0054,5,1985,2101.2648,2,28,0,1,0,0,0,1,0,0,0,1
19.7,2,0.016202582,188.2556,6,2004,3379.6008,0,9,0,0,1,0,1,0,0,1,0,0
12.6,1,0.024190156,34.4874,6,2004,494.0236,0,9,0,0,1,0,1,0,0,1,0,0
10.65,2,0.08530861099999999,230.2668,7,2002,5759.17,0,11,0,0,0,0,1,0,0,1,0,0
16.75,2,0.008564925,73.2038,6,2004,1404.1722,0,9,0,0,1,0,1,0,0,1,0,0
13.8,1,0.09745748300000001,55.393,3,2009,1018.674,1,4,0,1,0,0,0,1,0,0,1,0
9.6,0,0.029619202999999997,43.6086,1,1987,624.5204,2,26,1,0,0,0,0,1,0,1,0,0
13.1,0,0.0,189.253,8,1997,1518.024,2,16,0,0,1,1,0,0,0,1,0,0
14.6,1,0.15087286800000002,47.5692,7,2002,1379.5376,1,11,0,0,0,0,1,0,0,1,0,0
6.67,2,0.09031453,130.5626,3,2009,1180.4634,0,4,0,1,0,0,0,1,0,0,1,0
15.7,2,0.018930352,59.4536,8,1997,857.5504,0,16,0,0,1,1,0,0,0,1,0,0
17.75,0,0.111209003,107.7912,1,1987,982.7208,2,26,1,0,0,0,0,1,0,1,0,0
20.2,2,0.121153331,97.3752,1,1987,958.752,0,26,1,0,0,0,0,1,0,1,0,0
10.85,1,0.163160327,107.4622,2,2007,1693.7952,0,6,0,0,0,0,1,0,0,1,0,0
20.25,0,0.148163564,232.7616,9,1999,1874.8928,2,14,0,1,0,1,0,0,0,1,0,0
,1,0.028281197,90.2146,5,1985,3648.5840000000003,0,28,0,1,0,0,0,1,0,0,0,1
5.86,2,0.15085330800000002,156.0314,8,1997,2016.7082,0,16,0,0,1,1,0,0,0,1,0,0
6.115,2,0.011437302,92.4488,2,2007,1358.2320000000002,0,6,0,0,0,0,1,0,0,1,0,0
19.7,2,0.018024769,104.499,8,1997,1031.99,0,16,0,0,1,1,0,0,0,1,0,0
9.8,0,0.090448534,194.5478,6,2004,774.9912,2,9,0,0,1,0,1,0,0,1,0,0
12.5,2,0.08175276,89.0488,8,1997,1267.6832,0,16,0,0,1,1,0,0,0,1,0,0
19.35,2,0.10966769800000001,166.0816,0,1998,671.1264,0,15,0,0,0,0,0,1,1,0,0,0
16.75,0,0.075735621,34.5532,8,1997,323.5788,2,16,0,0,1,1,0,0,0,1,0,0
19.1,0,0.091917786,182.7608,8,1997,1837.608,2,16,0,0,1,1,0,0,0,1,0,0
21.35,1,0.130127365,96.2094,0,1998,190.4188,0,15,0,0,0,0,0,1,1,0,0,0
19.5,1,0.08248351599999999,179.2002,1,1987,2865.6032,0,26,1,0,0,0,0,1,0,1,0,0
6.575,2,0.075507758,146.4444,8,1997,1596.5884,0,16,0,0,1,1,0,0,0,1,0,0
6.67,2,0.12412675599999999,88.9514,2,2007,2125.2336,0,6,0,0,0,0,1,0,0,1,0,0
12.3,1,0.009425158000000001,74.83800000000001,9,1999,1537.9979999999998,0,14,0,1,0,1,0,0,0,1,0,0
16.1,2,0.024999711,97.84100000000001,7,2002,1255.0330000000001,0,11,0,0,0,0,1,0,0,1,0,0
,2,0.05854560599999999,155.8314,4,1985,310.2628,0,28,0,0,1,1,0,0,1,0,0,0
17.35,0,0.020676141000000002,80.6618,2,2007,1208.427,2,6,0,0,0,0,1,0,0,1,0,0
15.35,1,0.02346559,35.219,0,1998,36.619,0,15,0,0,0,0,0,1,1,0,0,0
8.975,2,0.05272914,86.4224,8,1997,1022.6688,0,16,0,0,1,1,0,0,0,1,0,0
13.15,0,0.024630755,178.2686,1,1987,2666.5290000000005,2,26,1,0,0,0,0,1,0,1,0,0
19.5,0,0.014274292,55.6614,8,1997,718.3982,2,16,0,0,1,1,0,0,0,1,0,0
15.1,0,0.059313603,238.1248,6,2004,4266.4464,2,9,0,0,1,0,1,0,0,1,0,0
5.465,2,0.048518008,132.9626,6,2004,2360.9268,0,9,0,0,1,0,1,0,0,1,0,0
17.75,1,0.073349552,34.2216,1,1987,934.7832,0,26,1,0,0,0,0,1,0,1,0,0
,1,0.055648052,100.3016,5,1985,2833.6448,0,28,0,1,0,0,0,1,0,0,0,1
6.96,1,0.077129323,92.7146,1,1987,1733.0774,1,26,1,0,0,0,0,1,0,1,0,0
17.85,1,0.08782496699999999,196.0794,3,2009,1755.7146,0,4,0,1,0,0,0,1,0,0,1,0
5.095,2,0.13003120699999998,142.4838,3,2009,561.9352,0,4,0,1,0,0,0,1,0,0,1,0
5.73,1,0.045334097999999996,87.0882,1,1987,1803.6522,1,26,1,0,0,0,0,1,0,1,0,0
7.5,0,0.096333029,57.8588,1,1987,1145.1760000000002,2,26,1,0,0,0,0,1,0,1,0,0
7.855,2,0.07385892299999999,218.6482,1,1987,3723.8194,0,26,1,0,0,0,0,1,0,1,0,0
5.655,1,0.17504710399999998,146.9102,6,2004,1895.5326,1,9,0,0,1,0,1,0,0,1,0,0
12.15,0,0.132952286,37.6506,0,1998,37.9506,2,15,0,0,0,0,0,1,1,0,0,0
9.6,1,0.08614586699999999,258.362,0,1998,259.66200000000003,0,15,0,0,0,0,0,1,1,0,0,0
18.85,0,0.0520115,190.3846,1,1987,3630.6074,2,26,1,0,0,0,0,1,0,1,0,0
20.2,2,0.059790095,127.4678,6,2004,3560.6984,0,9,0,0,1,0,1,0,0,1,0,0
12.15,2,0.071440118,182.295,0,1998,549.285,0,15,0,0,0,0,0,1,1,0,0,0
19.6,1,0.03395415,56.4614,9,1999,773.6596,1,14,0,1,0,1,0,0,0,1,0,0
16.0,2,0.099271209,88.5856,8,1997,878.8560000000001,0,16,0,0,1,1,0,0,0,1,0,0
,1,0.020769677,117.5782,5,1985,2741.0986,0,28,0,1,0,0,0,1,0,0,0,1
6.425,1,0.06316338,132.2626,6,2004,2098.6016,0,9,0,0,1,0,1,0,0,1,0,0
6.825,0,0.059846975,262.5226,8,1997,9779.9362,2,16,0,0,1,1,0,0,0,1,0,0
,2,0.014342658999999999,103.7674,4,1985,203.7348,0,28,0,0,1,1,0,0,1,0,0,0
7.97,1,0.057667172999999995,172.1422,0,1998,517.3266,1,15,0,0,0,0,0,1,1,0,0,0
17.25,1,0.037155206,166.4526,1,1987,3782.4098,1,26,1,0,0,0,0,1,0,1,0,0
9.1,0,0.08041772400000001,48.8718,9,1999,425.4462,2,14,0,1,0,1,0,0,0,1,0,0
19.2,0,0.041227831,129.83100000000002,8,1997,1947.465,2,16,0,0,1,1,0,0,0,1,0,0
,2,0.102226474,91.31200000000001,5,1985,3075.9959999999996,0,28,0,1,0,0,0,1,0,0,0,1
,2,0.178210285,95.7752,5,1985,3930.8832,0,28,0,1,0,0,0,1,0,0,0,1
14.5,2,0.06904249,41.4454,0,1998,41.9454,0,15,0,0,0,0,0,1,1,0,0,0
,2,0.052791124,98.5384,4,1985,591.2304,0,28,0,0,1,1,0,0,1,0,0,0
17.75,2,0.06760774900000001,188.024,9,1999,2796.36,0,14,0,1,0,1,0,0,0,1,0,0
7.145,1,0.017887474,160.6578,2,2007,1765.0358,0,6,0,0,0,0,1,0,0,1,0,0
8.985,1,0.18444042100000002,99.67,2,2007,3295.71,0,6,0,0,0,0,1,0,0,1,0,0
16.35,0,0.091074449,196.81099999999998,2,2007,3338.987,2,6,0,0,0,0,1,0,0,1,0,0
5.655,1,0.0,147.5102,8,1997,1166.4816,1,16,0,0,1,1,0,0,0,1,0,0
9.5,1,0.04195143900000001,32.49,9,1999,865.54,1,14,0,1,0,1,0,0,0,1,0,0
5.78,2,0.074087369,264.9568,1,1987,6855.0768,0,26,1,0,0,0,0,1,0,1,0,0
8.05,2,0.0,257.5646,1,1987,5153.292,0,26,1,0,0,0,0,1,0,1,0,0
6.75,2,0.10867990599999999,95.6752,3,2009,1246.3776,0,4,0,1,0,0,0,1,0,0,1,0
16.6,1,0.136500981,173.3422,2,2007,4138.6128,1,6,0,0,0,0,1,0,0,1,0,0
6.095,0,0.081361288,141.9154,7,2002,2694.4926,2,11,0,0,0,0,1,0,0,1,0,0
15.1,1,0.0,197.21099999999998,0,1998,196.41099999999997,0,15,0,0,0,0,0,1,1,0,0,0
19.35,2,0.018591464,112.9544,9,1999,1342.2528,0,14,0,1,0,1,0,0,0,1,0,0
11.3,0,0.066952965,192.0478,3,2009,3099.9648,2,4,0,1,0,0,0,1,0,0,1,0
10.8,1,0.029107004,240.5222,2,2007,4541.4218,0,6,0,0,0,0,1,0,0,1,0,0
19.7,2,0.0,194.41099999999997,9,1999,5106.686,0,14,0,1,0,1,0,0,0,1,0,0
,1,0.06587293599999999,113.1886,4,1985,111.1886,0,28,0,0,1,1,0,0,1,0,0,0
10.5,2,0.117149075,164.12099999999998,3,2009,1794.3310000000001,0,4,0,1,0,0,0,1,0,0,1,0
7.655,1,0.031994534,114.3492,9,1999,1853.5872,0,14,0,1,0,1,0,0,0,1,0,0
8.235,1,0.08276363,146.5076,3,2009,1625.8836,0,4,0,1,0,0,0,1,0,0,1,0
20.6,1,0.083004078,119.4756,8,1997,1090.5804,0,16,0,0,1,1,0,0,0,1,0,0
19.35,2,0.021490911,122.1098,9,1999,2892.2352,0,14,0,1,0,1,0,0,0,1,0,0
9.5,2,0.058835927999999996,170.2448,0,1998,170.4448,0,15,0,0,0,0,0,1,1,0,0,0
5.305,2,0.07871639,183.5608,0,1998,551.2824,0,15,0,0,0,0,0,1,1,0,0,0
9.8,1,0.013869808999999999,47.406000000000006,7,2002,978.7260000000001,1,11,0,0,0,0,1,0,0,1,0,0
9.6,2,0.022274264,101.699,6,2004,2992.7709999999997,0,9,0,0,1,0,1,0,0,1,0,0
13.0,1,0.15361856599999998,79.6986,8,1997,1480.0734,0,16,0,0,1,1,0,0,0,1,0,0
17.6,1,0.049267759,113.0176,3,2009,2862.94,0,4,0,1,0,0,0,1,0,0,1,0
14.3,1,0.12826315,83.4224,2,2007,681.7792,0,6,0,0,0,0,1,0,0,1,0,0
10.3,2,0.02494708,172.3422,7,2002,5690.5926,0,11,0,0,0,0,1,0,0,1,0,0
15.1,2,0.157154813,62.2194,0,1998,185.7582,0,15,0,0,0,0,0,1,1,0,0,0
6.03,1,0.022832115,176.7028,2,2007,1416.8224,1,6,0,0,0,0,1,0,0,1,0,0
7.68,1,0.070900282,192.6162,8,1997,5580.0698,0,16,0,0,1,1,0,0,0,1,0,0
20.0,2,0.028180788999999998,46.8744,7,2002,905.488,0,11,0,0,0,0,1,0,0,1,0,0
15.85,1,0.136497913,96.3094,8,1997,2856.282,0,16,0,0,1,1,0,0,0,1,0,0
15.2,0,0.162462044,117.6492,0,1998,347.5476,2,15,0,0,0,0,0,1,1,0,0,0
12.15,1,0.0,164.7184,8,1997,3962.8416,0,16,0,0,1,1,0,0,0,1,0,0
19.35,1,0.118080437,222.6088,6,2004,6040.1376,0,9,0,0,1,0,1,0,0,1,0,0
,2,0.017466284,45.4718,5,1985,1323.6104,0,28,0,1,0,0,0,1,0,0,0,1
,1,0.031073804,157.5604,5,1985,5704.5744,0,28,0,1,0,0,0,1,0,0,0,1
8.85,2,0.11330222300000001,125.1388,2,2007,1114.5492,1,6,0,0,0,0,1,0,0,1,0,0
19.85,0,0.025968706,49.5376,8,1997,1006.6896,2,16,0,0,1,1,0,0,0,1,0,0
19.1,1,0.045400017,38.8138,7,2002,690.4346,1,11,0,0,0,0,1,0,0,1,0,0
17.0,0,0.126958147,125.8362,2,2007,2516.724,2,6,0,0,0,0,1,0,0,1,0,0
11.15,2,0.105307659,102.0648,8,1997,1038.6480000000001,0,16,0,0,1,1,0,0,0,1,0,0
12.35,2,0.038500421,110.757,8,1997,1208.427,0,16,0,0,1,1,0,0,0,1,0,0
20.85,1,0.02137305,103.3306,7,2002,522.653,0,11,0,0,0,0,1,0,0,1,0,0
,1,0.0,255.7988,5,1985,9251.9568,0,28,0,1,0,0,0,1,0,0,0,1
7.035,1,0.0,263.291,0,1998,525.982,0,15,0,0,0,0,0,1,1,0,0,0
4.785,1,0.09297084,122.0098,3,2009,2048.6666,0,4,0,1,0,0,0,1,0,0,1,0
,1,0.088839949,254.2672,5,1985,10993.6896,0,28,0,1,0,0,0,1,0,0,0,1
17.25,2,0.209600084,40.348,0,1998,39.948,0,15,0,0,0,0,0,1,1,0,0,0
9.3,2,0.033505804,153.4314,7,2002,2482.1024,0,11,0,0,0,0,1,0,0,1,0,0
17.25,1,0.072986772,78.8986,7,2002,1635.8706,0,11,0,0,0,0,1,0,0,1,0,0
17.85,1,0.024961677,153.1998,2,2007,3383.5956,1,6,0,0,0,0,1,0,0,1,0,0
,0,0.092433518,101.6674,5,1985,1426.1436,2,28,0,1,0,0,0,1,0,0,0,1
9.8,1,0.026081567000000003,217.585,6,2004,4327.7,0,9,0,0,1,0,1,0,0,1,0,0
18.85,1,0.09079168,127.1336,1,1987,3579.3408,1,26,1,0,0,0,0,1,0,1,0,0
9.695,0,0.11391788900000001,158.2604,6,2004,2693.8268,2,9,0,0,1,0,1,0,0,1,0,0
10.0,1,0.045928229,138.118,9,1999,1957.4520000000002,0,14,0,1,0,1,0,0,0,1,0,0
16.6,1,0.135620265,172.9422,1,1987,2931.5174,1,26,1,0,0,0,0,1,0,1,0,0
18.25,1,0.077709902,259.6962,6,2004,5438.9202,0,9,0,0,1,0,1,0,0,1,0,0
5.82,0,0.13497562800000001,170.579,0,1998,509.337,2,15,0,0,0,0,0,1,1,0,0,0
9.31,1,0.037955094,62.151,8,1997,1201.769,0,16,0,0,1,1,0,0,0,1,0,0
18.25,1,0.076125668,214.0218,7,2002,2564.6616,0,11,0,0,0,0,1,0,0,1,0,0
19.7,1,0.067039526,178.33700000000002,9,1999,1411.496,0,14,0,1,0,1,0,0,0,1,0,0
6.865,1,0.014021626,127.1652,7,2002,1291.652,1,11,0,0,0,0,1,0,0,1,0,0
11.35,2,0.023358737999999997,184.4608,9,1999,4042.7376,0,14,0,1,0,1,0,0,0,1,0,0
17.7,1,0.029933275,169.0816,6,2004,5201.2296,0,9,0,0,1,0,1,0,0,1,0,0
,0,0.111777297,124.6046,5,1985,2863.6058,2,28,0,1,0,0,0,1,0,0,0,1
20.85,1,0.032448523,177.86599999999999,8,1997,1078.596,0,16,0,0,1,1,0,0,0,1,0,0
17.25,2,0.047266210999999995,97.0068,8,1997,1846.9292,0,16,0,0,1,1,0,0,0,1,0,0
15.35,1,0.01404119,38.419000000000004,9,1999,476.04699999999997,0,14,0,1,0,1,0,0,0,1,0,0
13.65,1,0.04917754,151.805,1,1987,2696.49,0,26,1,0,0,0,0,1,0,1,0,0
15.2,0,0.020280476000000002,49.1034,0,1998,194.4136,2,15,0,0,0,0,0,1,1,0,0,0
6.38,1,0.031962866,178.0344,7,2002,535.3032,0,11,0,0,0,0,1,0,0,1,0,0
,0,0.054376275,56.293,5,1985,2546.685,2,28,0,1,0,0,0,1,0,0,0,1
6.905,2,0.06385097099999999,97.2726,0,1998,195.7452,0,15,0,0,0,0,0,1,1,0,0,0
,2,0.060154967999999996,110.1544,4,1985,111.8544,0,28,0,0,1,1,0,0,1,0,0,0
,2,0.134441765,183.9924,5,1985,6478.234,0,28,0,1,0,0,0,1,0,0,0,1
15.7,1,0.03067808,44.777,1,1987,605.878,1,26,1,0,0,0,0,1,0,1,0,0
15.2,2,0.103758647,177.0054,6,2004,2976.7918,0,9,0,0,1,0,1,0,0,1,0,0
,2,0.13670167800000002,182.1608,5,1985,5880.3456,0,28,0,1,0,0,0,1,0,0,0,1
,1,0.308145448,222.0772,4,1985,889.5088,0,28,0,0,1,1,0,0,1,0,0,0
,2,0.07480619599999999,112.9176,5,1985,3435.528,0,28,0,1,0,0,0,1,0,0,0,1
8.355,1,0.013926425,93.0462,6,2004,1110.5544,0,9,0,0,1,0,1,0,0,1,0,0
12.15,0,0.006754117,122.17299999999999,1,1987,2586.633,2,26,1,0,0,0,0,1,0,1,0,0
13.35,1,0.0,238.7564,3,2009,1906.8512,0,4,0,1,0,0,0,1,0,0,1,0
17.0,0,0.052209303,122.37299999999999,8,1997,2586.633,2,16,0,0,1,1,0,0,0,1,0,0
17.35,2,0.041538713,93.1804,9,1999,1378.2060000000001,0,14,0,1,0,1,0,0,0,1,0,0
,1,0.13064231,88.383,4,1985,89.883,0,28,0,0,1,1,0,0,1,0,0,0
9.1,0,0.055382615999999996,115.0518,1,1987,683.1108,2,26,1,0,0,0,0,1,0,1,0,0
6.13,1,0.0,54.1298,8,1997,1348.245,0,16,0,0,1,1,0,0,0,1,0,0
,1,0.041970938,55.4272,4,1985,111.8544,0,28,0,0,1,1,0,0,1,0,0,0
19.2,2,0.005583951,226.9062,1,1987,4514.124,0,26,1,0,0,0,0,1,0,1,0,0
8.895,1,0.075757177,233.8616,3,2009,937.4464,1,4,0,1,0,0,0,1,0,0,1,0
19.75,1,0.012467648000000001,188.1872,9,1999,2458.1336,0,14,0,1,0,1,0,0,0,1,0,0
